timestamp	server	destination	request	status	parameter_bytes	tem_code	type	unit	max	min	value_bytes	value_unsigned	value_signed	value	value_encoding	response	error
2026-09-12T23:06:14.335604+00:00	localhost:8888	15	1506210423000000	hit	8041	03-000	TemperaturSoll	_C	150	30	6400	100	100	10 °C	Annahme: SIN / 10	0a80418d0296001e006400	
2026-09-12T23:06:14.601635+00:00	localhost:8888	15	1506210423010000	hit	8141	03-001	TemperaturSoll	_C	400	100	dc00	220	220	22 °C	Annahme: SIN / 10	0a81418d0290016400dc00	
2026-09-12T23:06:14.871449+00:00	localhost:8888	15	1506210423020000	hit	8241	03-002	TemperaturSchwelle	_C	200	-100	aa00	170	170	17 °C	Annahme: SIN / 10	0a82414d02c8009cffaa00	
2026-09-12T23:06:15.132908+00:00	localhost:8888	15	1506210423030000	hit	8641	03-006	TemperaturSoll	min	9000	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a86418d0c282300000000	
2026-09-12T23:06:15.400135+00:00	localhost:8888	15	1506210423040000	hit	8741	03-007	Temperatur	unknown(0x06)	100	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a87410d06640000000000	
2026-09-12T23:06:15.665525+00:00	localhost:8888	15	1506210423050000	hit	8841	03-008	TemperaturSoll	K	100	-100	9cff	65436	-100	-10 K	Annahme: SIN / 10	0a88418d0464009cff9cff	
2026-09-12T23:06:15.930958+00:00	localhost:8888	15	1506210423060000	hit	a341	03-035	TemperaturSchwelle	K	100	20	3200	50	50	5 K	Annahme: SIN / 10	0aa3414d04640014003200	
2026-09-12T23:06:16.196679+00:00	localhost:8888	15	1506210423070000	hit	ab41	03-043	TemperaturSchwelle	_C	300	100	dc00	220	220	22 °C	Annahme: SIN / 10	0aab414d022c016400dc00	
2026-09-12T23:06:16.462477+00:00	localhost:8888	15	1506210423080000	hit	2d02	04-045	selection	none	513	32	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a2d020900010220000000	
2026-09-12T23:06:16.728053+00:00	localhost:8888	15	1506210423090000	hit	3c42	04-060	none	none	2	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a3c420000020000000000	
2026-09-12T23:06:16.993591+00:00	localhost:8888	15	15062104230a0000	hit	8e42	05-014	Zeit	none	8	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a8e420400080000000000	
2026-09-12T23:06:17.297789+00:00	localhost:8888	15	15062104230b0000	hit	8844	09-008	Zeit	none	3	0	0000	0	0		unbekannt; Rohwerte ohne Skalierung	0a88440400030000000000	
2026-09-12T23:06:50.196666+00:00	localhost:8888	15	1506210423800000	hit	8041	03-000	TemperaturSoll	_C	150	30	6400	100	100	10 °C	Annahme: SIN / 10	0a80418d0296001e006400	
