timestamp	server	destination	request	status	parameter_bytes	tem_code	type	unit	max	min	response	error
2026-09-11T19:26:00.626566+00:00	localhost:8888	15	15062104230b0000	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:00.932318+00:00	localhost:8888	15	15062104230b0002	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:01.483148+00:00	localhost:8888	15	15062104230b0004	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:01.788105+00:00	localhost:8888	15	15062104230b0006	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:02.110466+00:00	localhost:8888	15	15062104230b0008	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:02.444751+00:00	localhost:8888	15	15062104230b000a	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:02.712573+00:00	localhost:8888	15	15062104230b000c	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:03.023401+00:00	localhost:8888	15	15062104230b000e	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:03.287509+00:00	localhost:8888	15	15062104230b0010	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:03.581490+00:00	localhost:8888	15	15062104230b0012	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:03.906646+00:00	localhost:8888	15	15062104230b0014	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:04.340407+00:00	localhost:8888	15	15062104230b0016	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:04.644272+00:00	localhost:8888	15	15062104230b0018	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:04.909617+00:00	localhost:8888	15	15062104230b001a	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:05.163818+00:00	localhost:8888	15	15062104230b001c	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:05.425089+00:00	localhost:8888	15	15062104230b001e	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:05.690555+00:00	localhost:8888	15	15062104230b0020	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:05.978646+00:00	localhost:8888	15	15062104230b0022	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
2026-09-11T19:26:06.237613+00:00	localhost:8888	15	15062104230b0024	hit	8844	09-008	Zeit	none	3	0	0a88440400030000000000	
